,0,1,2,3,4,frXle,fre_pct,grade
齐,109,2,3.155963302752293,63,2.92063492063492,6867,0.8462509050415579,2
蜂,132,2,3.303030303030302,52,2.865384615384615,6864,0.8465303564699357,2
班,127,1,3.251968503937008,54,3.037037037037037,6858,0.8467992226169356,2
蚁,171,2,2.853801169590643,40,2.675,6840,0.8471612392400615,2
战,119,2,3.3781512605042012,57,3.368421052631578,6783,0.8474131689368567,2
梦,133,2,3.06766917293233,51,2.882352941176472,6783,0.8476947374215101,2
汉,125,1,3.391999999999999,54,3.055555555555555,6750,0.8479593694559588,2
井,198,1,2.65151515151515,34,3.117647058823529,6732,0.8483785465985256,2
妹,187,1,2.957219251336899,36,2.7222222222222223,6732,0.848774436122061,2
曲,112,1,3.25892857142857,60,3.15,6720,0.849011546424927,2
假,123,2,3.113821138211382,54,3.129629629629629,6642,0.8492719443468246,2
滚,107,3,3.11214953271028,62,3.14516129032258,6634,0.8494984693683127,2
兰,214,2,3.233644859813083,31,3.129032258064516,6634,0.849951519411289,2
抬,96,1,3.166666666666666,69,3.1304347826086962,6624,0.8501547568137456,3
化,96,2,3.291666666666666,69,3.260869565217391,6624,0.8503579942162023,3
谷,120,1,3.35,55,3.109090909090909,6600,0.850612040969273,3
泉,137,2,3.102189781021897,48,2.729166666666666,6576,0.8509020776790288,3
引,93,3,3.494623655913978,70,3.442857142857143,6510,0.8510989639126587,3
弄,108,3,3.185185185185185,60,3.166666666666666,6480,0.8513276059904225,3
号,122,1,3.081967213114754,53,3.150943396226415,6466,0.8515858868560444,3
饭,101,2,3.188118811881188,64,3.0,6464,0.8517997095398789,3
伯,161,1,3.167701863354037,40,3.05,6440,0.8521405556002489,3
消,90,2,3.244444444444444,71,3.197183098591549,6390,0.8523310906650521,3
护,106,2,3.066037735849056,60,2.916666666666666,6360,0.8525554986302646,3
料,103,1,2.961165048543688,61,3.081967213114755,6283,0.8527735554266503,3
团,106,3,3.094339622641509,59,3.084745762711864,6254,0.8529979633918628,3
胡,118,1,3.161016949152542,53,2.773584905660377,6254,0.8532477760323824,3
梅,130,1,2.784615384615384,48,2.5625,6240,0.8535229933482091,3
沉,111,2,3.45045045045045,55,3.49090909090909,6105,0.8537579865947996,3
躲,91,3,3.109890109890111,67,3.014925373134328,6097,0.8539506387158784,3
玉,135,1,3.34074074074074,45,2.911111111111111,6075,0.854236441313083,3
广,99,2,3.06060606060606,60,2.916666666666666,5940,0.8544460298843664,3
躺,86,2,2.9534883720930223,69,2.869565217391304,5934,0.8546280967240671,3
切,94,3,3.3510638297872353,63,3.253968253968254,5922,0.8548271000139726,3
展,94,2,3.159574468085106,63,3.206349206349206,5922,0.8550261033038781,3
紫,102,3,3.117647058823529,58,2.982758620689655,5916,0.8552420430439882,3
洗,91,2,2.681318681318681,65,2.846153846153846,5915,0.8554346951650669,3
争,100,2,3.11,59,3.0,5900,0.8556464007926259,3
季,100,1,3.059999999999999,59,3.101694915254237,5900,0.8558581064201849,3
滴,109,1,2.81651376146789,54,2.833333333333332,5886,0.8560888655542241,3
豆,120,1,2.924999999999999,49,2.73469387755102,5880,0.856342912307295,3
部,98,3,3.39795918367347,59,3.305084745762712,5782,0.8565503838223028,3
遍,91,2,3.065934065934066,63,3.111111111111111,5733,0.8567430359433814,3
挺,104,1,2.9134615384615383,55,3.163636363636363,5720,0.8569632097960428,3
斯,132,1,3.348484848484848,43,3.093023255813953,5676,0.8572426612244207,3
扑,97,3,3.329896907216495,58,3.189655172413793,5626,0.8574480156831529,3
盖,94,1,2.861702127659574,59,2.8644067796610173,5546,0.8576470189730584,3
碰,98,1,3.316326530612245,56,3.25,5488,0.8578544904880662,3
破,87,3,2.954022988505746,63,3.031746031746031,5481,0.8580386743840425,3
哗,137,1,3.204379562043795,40,2.95,5480,0.8583287110937983,3
壳,114,1,3.122807017543859,48,3.166666666666666,5472,0.8585700555092155,3
材,78,4,2.730769230769231,70,2.7,5460,0.8587351858987116,3
元,123,1,2.821138211382115,44,3.0,5412,0.8589955838206091,3
备,83,3,3.204819277108433,65,3.153846153846153,5395,0.8591712994914831,3
灰,117,1,2.8376068376068373,46,2.7391304347826093,5382,0.859418995075727,3
街,96,1,3.187499999999999,56,3.035714285714285,5376,0.8596222324781837,3
市,103,3,3.174757281553399,52,3.307692307692307,5356,0.8598402892745695,3
雷,109,1,3.513761467889908,49,3.163265306122449,5341,0.8600710484086088,3
鹅,157,1,3.0,34,2.588235294117647,5338,0.8604034262438764,3
吸,91,3,3.428571428571428,58,3.327586206896551,5278,0.8605960783649551,3
似,85,3,3.4117647058823533,62,3.290322580645161,5270,0.8607760281483803,3
兵,130,2,3.253846153846154,40,3.075,5200,0.861051245464207,3
银,108,3,3.055555555555555,48,3.229166666666666,5184,0.8612798875419706,3
熟,88,2,3.170454545454544,58,3.051724137931034,5104,0.8614661884942225,3
强,89,2,3.337078651685394,57,3.421052631578947,5073,0.86165460650275,3
苏,130,2,3.4,39,3.153846153846153,5070,0.8619298238185767,3
保,83,2,3.180722891566265,61,3.131147540983606,5063,0.8621055394894507,3
珍,110,1,3.109090909090909,46,2.847826086956522,5060,0.8623384156797655,3
腰,79,2,3.20253164556962,64,3.25,5056,0.8625056631255372,3
何,81,1,3.19753086419753,62,3.258064516129032,5022,0.86267714468386,3
念,93,1,2.752688172043012,54,2.9074074074074083,5022,0.8628740309174898,3
度,88,3,3.420454545454545,57,3.333333333333333,5016,0.8630603318697417,3
胖,119,1,2.974789915966386,42,2.666666666666666,4998,0.863312261566537,3
刀,96,1,3.104166666666666,52,2.923076923076923,4992,0.8635154989689936,3
轮,90,2,3.199999999999999,55,3.218181818181818,4950,0.8637060340337966,3
汽,109,2,3.146788990825688,45,2.933333333333333,4905,0.863936793167836,3
与,79,1,3.493670886075949,62,3.516129032258064,4898,0.8641040406136076,3
论,83,2,3.180722891566265,58,3.362068965517241,4814,0.8642797562844815,3
层,104,3,3.124999999999999,46,3.217391304347826,4784,0.8644999301371429,3
达,106,3,3.264150943396226,45,3.4,4770,0.8647243381023554,3
嫩,85,3,3.341176470588235,56,3.160714285714285,4760,0.8649042878857806,3
遇,85,2,3.270588235294117,56,3.25,4760,0.8650842376692057,3
勇,82,2,3.378048780487804,58,3.206896551724138,4756,0.8652578362838041,3
端,84,1,2.869047619047618,56,3.0,4704,0.8654356690109537,3
桌,90,1,3.155555555555554,52,3.115384615384615,4680,0.8656262040757567,3
织,120,2,3.016666666666665,39,3.256410256410255,4680,0.8658802508288276,3
雀,123,1,3.16260162601626,38,3.052631578947368,4674,0.866140648750725,3
烟,106,2,3.245283018867924,44,3.295454545454545,4664,0.8663650567159377,3
操,126,2,2.595238095238095,37,2.6486486486486482,4662,0.866631805806662,3
右,86,1,2.86046511627907,54,2.777777777777778,4644,0.8668138726463627,3
岛,129,2,3.077519379844962,36,3.027777777777777,4644,0.8670869729059137,3
制,84,2,3.202380952380952,55,3.145454545454545,4620,0.8672648056330633,3
懂,81,2,3.333333333333333,57,3.122807017543859,4617,0.8674362871913861,3
晶,94,2,2.457446808510638,49,2.571428571428571,4606,0.8676352904812916,3
鸦,162,1,2.376543209876543,28,2.714285714285714,4536,0.8679782535979371,3
吓,78,2,3.141025641025641,58,3.137931034482758,4524,0.8681433839874332,3
俩,94,3,3.074468085106383,48,3.104166666666666,4512,0.8683423872773386,3
仙,110,3,3.327272727272727,41,3.341463414634146,4510,0.8685752634676535,3
养,90,4,3.5444444444444443,50,3.36,4500,0.8687657985324566,3
建,90,3,3.433333333333334,50,3.32,4500,0.8689563335972597,3
缝,107,3,3.205607476635514,42,3.452380952380952,4494,0.8691828586187478,3
挑,121,1,2.8099173553719012,37,2.837837837837838,4477,0.8694390224280942,3
左,81,1,2.753086419753086,55,2.745454545454545,4455,0.8696105039864169,3
鼻,81,2,2.864197530864198,55,2.9454545454545453,4455,0.8697819855447397,3
洁,89,1,2.932584269662922,50,2.8200000000000003,4450,0.8699704035532673,3
芽,117,1,3.282051282051282,38,2.710526315789474,4446,0.8702180991375112,3
赛,90,3,3.1,49,3.102040816326532,4410,0.8704086342023144,3
休,71,2,2.971830985915493,62,2.967741935483871,4402,0.8705589451978812,3
修,115,3,3.373913043478261,38,3.236842105263158,4370,0.8708024066695741,3
术,91,1,3.318681318681319,48,3.3125,4368,0.8709950587906528,3
希,97,1,3.144329896907216,45,2.999999999999999,4365,0.871200413249385,3
庄,87,3,3.160919540229885,50,3.18,4350,0.8713845971453613,3
架,87,2,2.885057471264368,50,3.02,4350,0.8715687810413376,3
求,80,3,3.4625,54,3.314814814814815,4320,0.8717381455433848,3
孙,108,2,3.555555555555555,40,3.199999999999999,4320,0.8719667876211485,3
户,80,2,3.149999999999999,54,3.037037037037036,4320,0.8721361521231957,3
铁,98,3,3.326530612244898,44,3.386363636363636,4312,0.8723436236382035,3
内,78,2,3.474358974358973,55,3.436363636363636,4290,0.8725087540276996,3
盘,87,1,2.93103448275862,49,3.0,4263,0.8726929379236759,3
借,112,2,2.919642857142857,38,3.1315789473684212,4256,0.872930048226542,3
治,115,1,3.095652173913043,37,3.081081081081081,4255,0.8731735096982348,3
铺,77,3,3.012987012987013,55,3.0,4235,0.8733365230314553,3
夫,90,3,3.322222222222222,47,3.191489361702127,4230,0.8735270580962583,3
挖,132,2,2.992424242424242,32,3.1875,4224,0.8738065095246362,3
抓,74,3,3.121621621621621,57,3.087719298245614,4218,0.8739631716890298,3
壮,70,2,3.071428571428571,60,3.016666666666667,4200,0.8741113656283211,3
激,75,2,3.4,56,3.303571428571428,4200,0.8742701448489903,3
妙,79,1,2.936708860759494,53,3.075471698113207,4187,0.874437392294762,3
及,79,2,3.443037974683544,53,3.3018867924528292,4187,0.8746046397405336,3
篮,93,2,3.021505376344086,45,2.733333333333333,4185,0.8748015259741635,3
待,74,1,3.513513513513513,56,3.375,4144,0.8749581881385571,3
雄,90,2,3.022222222222222,46,3.08695652173913,4140,0.8751487232033602,3
运,81,2,2.975308641975308,51,2.901960784313726,4131,0.8753202047616829,3
楚,96,2,3.614583333333332,43,3.348837209302325,4128,0.8755234421641396,3
视,82,4,2.902439024390244,50,3.060000000000001,4100,0.875697040778738,3
乎,91,2,2.912087912087912,45,3.311111111111111,4095,0.8758896928998167,3
扇,117,1,3.555555555555555,35,3.057142857142857,4095,0.8761373884840606,3
婆,157,1,2.878980891719745,26,2.653846153846154,4082,0.8764697663193283,3
礼,83,1,3.096385542168674,49,3.061224489795919,4067,0.8766454819902023,3
需,75,3,3.693333333333333,54,3.611111111111111,4050,0.8768042612108715,3
排,75,1,2.893333333333334,54,2.925925925925926,4050,0.8769630404315407,3
晒,86,3,3.244186046511628,47,3.212765957446807,4042,0.8771451072712415,3
具,84,2,2.928571428571428,48,2.958333333333333,4032,0.8773229399983911,3
士,98,2,3.173469387755101,41,3.195121951219511,4018,0.8775304115133988,3
汗,82,1,2.939024390243901,49,3.020408163265307,4018,0.8777040101279973,3
扬,74,1,3.013513513513513,54,2.962962962962963,3996,0.8778606722923908,3
碧,85,1,3.070588235294117,47,3.106382978723404,3995,0.878040622075816,3
够,69,1,3.231884057971014,57,3.245614035087719,3933,0.8781866989588317,3
壁,119,2,2.638655462184874,33,3.272727272727273,3927,0.8784386286556269,3
靠,74,3,3.04054054054054,53,3.0,3922,0.8785952908200205,3
易,72,2,3.388888888888889,54,3.296296296296296,3888,0.8787477188718631,3
寻,76,2,3.184210526315789,50,3.24,3800,0.8789086151488079,3
反,73,1,3.452054794520548,52,3.442307692307692,3796,0.879063160256926,3
晴,73,2,2.753424657534247,52,2.769230769230769,3796,0.8792177053650441,3
练,79,3,2.911392405063291,48,2.979166666666666,3792,0.8793849528108156,3
单,82,2,3.341463414634146,46,3.217391304347826,3772,0.879558551425414,3
聪,82,1,3.109756097560976,46,3.108695652173913,3772,0.8797321500400124,3
顺,71,3,3.352112676056338,53,3.377358490566037,3763,0.8798824610355792,3
肚,75,1,3.04,50,2.9,3750,0.8800412402562485,3
鹊,156,1,3.391025641025641,24,3.125,3744,0.8803715010352405,3
坡,81,2,2.851851851851852,46,2.891304347826087,3726,0.8805429825935633,3
短,76,1,3.013157894736842,49,3.163265306122449,3724,0.8807038788705082,3
另,73,1,3.397260273972602,51,3.274509803921568,3723,0.8808584239786262,3
猪,100,2,2.630000000000001,37,2.756756756756757,3700,0.8810701296061851,3
滑,77,3,3.246753246753246,48,3.020833333333333,3696,0.8812331429394056,3
拔,84,1,2.63095238095238,44,2.75,3696,0.8814109756665551,3
咚,127,2,2.803149606299212,29,2.896551724137931,3683,0.8816798418135551,3
令,75,1,3.306666666666666,49,3.306122448979592,3675,0.8818386210342243,3
植,96,1,3.09375,38,3.052631578947368,3648,0.8820418584366809,3
鹰,101,2,2.881188118811882,36,2.777777777777778,3636,0.8822556811205156,3
瓶,145,1,2.93103448275862,25,3.12,3625,0.8825626542804761,3
继,71,3,3.056338028169013,51,3.176470588235293,3621,0.8827129652760429,3
永,75,3,3.293333333333334,48,3.270833333333333,3600,0.8828717444967122,3
任,73,2,3.013698630136986,49,2.979591836734694,3577,0.8830262896048303,3
乱,73,1,3.2739726027397262,49,3.081632653061224,3577,0.8831808347129484,3
宋,81,2,3.358024691358024,44,3.045454545454546,3564,0.8833523162712711,3
演,86,4,3.151162790697673,41,3.195121951219511,3526,0.8835343831109719,3
雾,88,2,3.284090909090909,40,3.275,3520,0.8837206840632238,3
室,70,2,3.314285714285714,50,3.22,3500,0.883868878002515,3
功,72,1,3.319444444444444,48,3.3125,3456,0.8840213060543576,3
器,93,2,3.387096774193548,37,3.162162162162162,3441,0.8842181922879874,3
滩,98,1,3.2653061224489788,35,3.0,3430,0.8844256638029953,3
擦,74,1,3.216216216216216,46,3.239130434782608,3404,0.8845823259673888,3
丢,83,2,2.686746987951807,41,2.6097560975609753,3403,0.8847580416382629,3
德,103,1,3.233009708737864,33,3.393939393939394,3399,0.8849760984346486,3
组,72,1,3.125,47,2.829787234042553,3384,0.8851285264864911,3
川,109,3,3.559633027522935,31,3.354838709677419,3379,0.8853592856205303,3
阴,75,1,3.013333333333333,45,3.044444444444444,3375,0.8855180648411997,3
弹,82,3,3.268292682926827,41,3.268292682926829,3362,0.885691663455798,3
棉,96,2,2.510416666666667,35,2.771428571428571,3360,0.8858949008582546,3
钟,94,1,2.702127659574467,35,2.8285714285714283,3290,0.88609390414816,3
透,70,2,2.914285714285714,47,2.872340425531915,3290,0.8862420980874514,3
卖,106,4,3.518867924528302,31,3.290322580645161,3286,0.8864665060526639,3
印,88,1,3.284090909090909,37,3.27027027027027,3256,0.8866528070049158,3
孔,93,1,3.193548387096773,35,3.114285714285714,3255,0.8868496932385457,3
奋,65,4,3.6307692307692303,50,3.54,3250,0.886987301896459,3
幅,69,1,3.17391304347826,47,3.085106382978723,3243,0.8871333787794747,3
龟,108,3,2.73148148148148,30,2.8,3240,0.8873620208572385,3
敲,85,3,3.141176470588234,38,3.210526315789474,3230,0.8875419706406635,3
育,70,1,2.9000000000000012,46,2.913043478260869,3220,0.8876901645799549,3
叹,67,2,3.567164179104477,48,3.520833333333333,3216,0.8878320073504193,3
沿,67,2,3.044776119402985,48,3.145833333333333,3216,0.8879738501208839,3
续,67,3,3.388059701492537,48,3.375,3216,0.8881156928913484,3
朗,68,1,3.205882352941176,47,3.191489361702127,3196,0.8882596527180886,3
丰,65,1,3.2,49,3.163265306122449,3185,0.888397261376002,3
宁,113,3,3.176991150442477,28,2.928571428571428,3164,0.8886364887351436,3
积,62,1,2.967741935483871,51,2.901960784313725,3162,0.8887677462242302,3
志,93,3,3.397849462365591,34,3.5,3162,0.88896463245786,3
麻,83,2,3.192771084337351,38,3.105263157894736,3154,0.889140348128734,3
掌,73,1,3.095890410958904,43,2.9069767441860463,3139,0.8892948932368521,3
福,73,3,3.178082191780821,43,3.0,3139,0.88944943834497,3
眨,71,2,2.746478873239437,44,2.727272727272727,3124,0.889599749340537,3
蒙,80,3,3.2625,39,3.307692307692307,3120,0.8897691138425842,3
著,67,3,3.462686567164179,46,3.391304347826087,3082,0.8899109566130486,3
稻,77,3,3.012987012987013,40,2.85,3080,0.8900739699462691,3
羽,85,2,3.31764705882353,36,3.055555555555555,3060,0.8902539197296943,3
旗,90,1,2.3666666666666663,34,2.441176470588235,3060,0.8904444547944973,3
描,78,2,3.9358974358974352,39,3.897435897435897,3042,0.8906095851839934,3
喳,92,1,2.847826086956522,33,2.848484848484848,3036,0.8908043543613476,3
吐,67,2,3.029850746268657,45,2.9111111111111123,3015,0.8909461971318121,3
赞,70,3,3.3857142857142852,43,3.255813953488372,3010,0.8910943910711034,3
映,75,3,3.253333333333333,40,3.225,3000,0.8912531702917726,3
支,68,2,3.117647058823529,44,3.068181818181818,2992,0.8913971301185128,3
巧,61,4,3.295081967213115,49,3.224489795918367,2989,0.8915262705513238,3
睁,58,2,3.051724137931034,51,3.019607843137255,2958,0.8916490598153081,3
哎,64,2,3.109375,46,3.108695652173912,2944,0.8917845514169458,3
格,79,1,3.455696202531645,37,3.216216216216216,2923,0.8919517988627174,3
担,91,1,3.032967032967033,32,3.0625,2912,0.892144450983796,3
铃,104,2,3.182692307692307,28,2.928571428571428,2912,0.8923646248364574,3
射,71,4,3.366197183098592,41,3.317073170731707,2911,0.8925149358320242,3
逃,71,2,3.253521126760563,41,3.219512195121951,2911,0.8926652468275912,3
撒,66,1,3.363636363636363,44,3.295454545454545,2904,0.8928049725417802,3
葡,126,3,2.936507936507937,23,3.08695652173913,2898,0.8930717216325045,3
萄,126,3,2.936507936507937,23,3.08695652173913,2898,0.8933384707232288,3
词,63,1,3.492063492063492,46,3.543478260869565,2898,0.8934718452685909,3
冒,61,2,3.147540983606557,47,3.170212765957446,2867,0.8936009857014019,3
参,65,1,2.753846153846154,44,2.977272727272726,2860,0.8937385943593152,3
戴,68,2,3.073529411764706,42,3.0,2856,0.8938825541860553,3
网,77,2,3.090909090909091,37,3.324324324324324,2849,0.8940455675192758,3
粉,73,3,2.904109589041097,39,3.025641025641025,2847,0.8942001126273939,3
绕,73,1,3.547945205479452,39,3.333333333333333,2847,0.8943546577355119,3
扔,73,2,2.945205479452054,39,3.025641025641025,2847,0.89450920284363,3
贴,71,2,3.084507042253521,40,2.85,2840,0.8946595138391968,3
堆,66,1,3.090909090909091,43,2.930232558139534,2838,0.8947992395533858,3
集,63,4,3.2380952380952372,45,3.2,2835,0.894932614098748,3
琴,94,3,3.170212765957446,30,3.033333333333333,2820,0.8951316173886534,3
纪,67,2,2.91044776119403,42,2.833333333333334,2814,0.8952734601591179,3
鞋,97,1,2.865979381443299,29,2.896551724137931,2813,0.8954788146178502,3
业,78,1,3.166666666666666,36,3.055555555555555,2808,0.8956439450073462,3
鸣,70,2,3.3857142857142852,40,3.225,2800,0.8957921389466375,3
浇,70,1,3.1,40,3.1,2800,0.8959403328859288,3
厚,82,3,3.304878048780487,34,3.088235294117647,2788,0.8961139315005271,3
牙,68,1,2.955882352941177,41,2.707317073170732,2788,0.8962578913272673,3
顾,75,4,3.506666666666667,37,3.27027027027027,2775,0.8964166705479365,3
痛,63,3,3.619047619047619,44,3.545454545454545,2772,0.8965500450932987,3
族,89,2,3.224719101123597,31,3.225806451612903,2759,0.8967384631018261,3
洒,67,2,2.9850746268656723,41,2.878048780487804,2747,0.8968803058722907,3
封,74,3,3.1486486486486482,37,3.189189189189189,2738,0.8970369680366843,3
初,57,1,3.105263157894736,48,3.229166666666666,2736,0.8971576402443929,3
狼,100,2,3.129999999999999,27,2.925925925925926,2700,0.8973693458719519,3
蜻,71,2,2.535211267605633,38,2.473684210526316,2698,0.8975196568675189,3
宽,64,1,2.671875,42,2.761904761904762,2688,0.8976551484691566,3
砍,79,3,3.050632911392404,34,3.264705882352941,2686,0.8978223959149282,3
姓,89,2,3.202247191011236,30,3.2,2670,0.8980108139234557,3
劳,58,1,2.896551724137931,46,2.913043478260869,2668,0.89813360318744,3
幸,62,3,3.193548387096774,43,3.069767441860465,2666,0.8982648606765266,3
栽,70,1,3.114285714285714,38,3.105263157894736,2660,0.8984130546158178,3
蜓,70,2,2.542857142857142,38,2.473684210526316,2660,0.8985612485551091,3
复,59,2,3.406779661016949,45,3.422222222222222,2655,0.8986861548753688,3
搬,63,2,3.301587301587301,42,3.119047619047619,2646,0.8988195294207311,3
疑,66,1,2.954545454545454,40,3.125,2640,0.89895925513492,3
列,94,4,3.361702127659575,28,3.035714285714285,2632,0.8991582584248254,3
艳,64,1,2.624999999999999,41,2.731707317073171,2624,0.8992937500264632,3
净,65,2,3.215384615384615,40,3.075,2600,0.8994313586843765,3
探,59,4,3.508474576271186,44,3.431818181818181,2596,0.8995562650046364,3
鲁,108,2,3.111111111111111,24,3.083333333333333,2592,0.8997849070824001,3
偷,72,2,3.222222222222222,36,3.0,2592,0.8999373351342426,3
串,74,1,2.77027027027027,35,2.742857142857143,2590,0.9000939972986362,4
刘,70,1,3.0,37,2.72972972972973,2590,0.9002421912379275,4
禾,86,1,2.546511627906977,30,2.066666666666666,2580,0.9004242580776283,4
敌,103,3,3.262135922330096,25,3.24,2575,0.900642314874014,4
充,66,4,3.378787878787878,39,3.179487179487179,2574,0.9007820405882029,4
溜,64,2,3.390625,40,3.25,2560,0.9009175321898407,4
捡,71,1,3.197183098591549,36,3.222222222222222,2556,0.9010678431854076,4
狮,102,3,3.098039215686273,25,2.88,2550,0.9012837829255177,4
猬,115,2,3.191304347826086,22,3.045454545454546,2530,0.9015272443972105,4
除,56,2,3.232142857142857,45,3.155555555555555,2520,0.9016457995486437,4
荡,68,2,3.029411764705882,37,3.054054054054054,2516,0.9017897593753837,4
莲,100,1,2.14,25,2.56,2500,0.9020014650029428,4
遥,64,2,3.046875,39,3.025641025641025,2496,0.9021369566045805,4
乘,64,1,3.09375,39,3.128205128205128,2496,0.9022724482062182,4
费,58,4,3.448275862068965,43,3.465116279069767,2494,0.9023952374702024,4
粒,73,1,2.561643835616438,34,2.9117647058823533,2482,0.9025497825783205,4
粗,60,3,3.333333333333333,41,3.268292682926828,2460,0.9026768059548559,4
换,63,2,3.365079365079365,39,3.282051282051282,2457,0.9028101805002181,4
咬,70,2,3.257142857142857,35,3.114285714285714,2450,0.9029583744395093,4
斗,70,2,3.4,35,3.1428571428571432,2450,0.9031065683788007,4
巨,72,3,3.263888888888889,34,3.38235294117647,2448,0.9032589964306431,4
省,61,1,3.049180327868852,40,3.05,2440,0.9033881368634541,4
系,61,1,3.278688524590164,40,3.05,2440,0.9035172772962651,4
官,76,2,2.81578947368421,32,3.15625,2432,0.9036781735732099,4
挥,59,4,3.288135593220339,41,3.24390243902439,2419,0.9038030798934698,4
淡,62,3,3.161290322580645,39,3.128205128205128,2418,0.9039343373825564,4
趴,57,2,3.368421052631578,42,3.19047619047619,2394,0.904055009590265,4
导,68,2,3.294117647058823,35,3.428571428571428,2380,0.9041989694170051,4
盆,85,2,2.729411764705881,28,3.0,2380,0.9043789192004302,4
程,66,1,2.8636363636363633,36,2.7222222222222223,2376,0.9045186449146191,4
商,64,4,3.187500000000001,37,3.054054054054054,2368,0.9046541365162569,4
笼,65,2,2.799999999999999,36,2.8888888888888893,2340,0.9047917451741703,4
堂,60,3,3.516666666666666,39,3.461538461538461,2340,0.9049187685507056,4
穷,73,3,3.506849315068493,32,3.40625,2336,0.9050733136588237,4
顿,63,4,3.301587301587301,37,3.4054054054054053,2331,0.9052066882041858,4
零,83,2,3.072289156626505,28,2.964285714285714,2324,0.9053824038750599,4
肥,57,1,3.017543859649123,40,3.074999999999999,2280,0.9055030760827685,4
淋,73,2,3.465753424657534,31,3.193548387096774,2263,0.9056576211908864,4
显,55,1,3.181818181818181,41,3.219512195121951,2255,0.9057740592860439,4
苍,75,3,3.293333333333334,30,3.233333333333333,2250,0.9059328385067131,4
盼,64,1,3.109375,35,2.971428571428571,2240,0.906068330108351,4
脏,64,3,2.9375,35,2.914285714285713,2240,0.9062038217099887,4
卡,112,1,3.080357142857142,20,2.95,2240,0.9064409320128548,4
怀,56,1,2.535714285714287,40,2.875,2240,0.9065594871642878,4
哦,52,1,2.711538461538461,43,2.837209302325582,2236,0.9066695740906184,4
绝,62,3,3.758064516129032,36,3.694444444444444,2232,0.906800831579705,4
药,93,2,3.397849462365591,24,3.208333333333333,2232,0.9069977178133349,4
竟,54,3,3.518518518518518,41,3.48780487804878,2214,0.9071120388522168,4
或,58,4,3.43103448275862,38,3.342105263157894,2204,0.9072348281162009,4
共,59,2,2.813559322033899,37,2.864864864864865,2183,0.9073597344364608,4
咱,59,1,3.067796610169491,37,2.945945945945946,2183,0.9074846407567206,4
扁,109,1,3.119266055045871,20,2.8,2180,0.9077153998907599,4
查,66,2,3.5,33,3.303030303030303,2178,0.9078551256049489,4
裙,72,2,3.25,30,3.066666666666667,2160,0.9080075536567913,4
暗,58,3,3.137931034482758,37,3.189189189189189,2146,0.9081303429207755,4
疼,58,1,3.344827586206896,37,3.189189189189189,2146,0.9082531321847598,4
折,63,1,3.126984126984127,34,3.088235294117647,2142,0.9083865067301219,4
招,53,2,3.075471698113207,40,3.025,2120,0.9084987107127281,4
困,66,4,3.636363636363636,32,3.40625,2112,0.9086384364269171,4
虾,72,3,2.8472222222222223,29,2.551724137931034,2088,0.9087908644787596,4
敬,58,1,2.982758620689655,36,2.916666666666666,2088,0.9089136537427438,4
莺,77,2,3.025974025974025,27,3.037037037037037,2079,0.9090766670759642,4
捧,63,2,2.619047619047618,33,2.878787878787879,2079,0.9092100416213263,4
魔,109,2,3.623853211009175,19,3.157894736842105,2071,0.9094408007553657,4
且,47,3,3.489361702127659,44,3.454545454545454,2068,0.9095403024003184,4
吵,54,2,3.203703703703703,38,3.0,2052,0.9096546234392002,4
杏,76,1,3.1315789473684212,27,3.0,2052,0.909815519716145,4
扫,57,1,3.052631578947367,36,2.916666666666666,2052,0.9099361919238537,4
舒,50,4,3.2,41,3.341463414634146,2050,0.9100420447376332,4
罗,82,1,3.475609756097561,25,2.92,2050,0.9102156433522316,4
克,64,4,3.6875,32,3.5625,2048,0.9103511349538693,4
产,62,3,3.241935483870967,33,3.181818181818181,2046,0.9104823924429559,4
硬,60,3,3.383333333333333,34,3.38235294117647,2040,0.9106094158194913,4
约,60,3,3.516666666666666,34,3.558823529411764,2040,0.9107364391960268,4
众,58,1,2.844827586206896,35,2.971428571428571,2030,0.9108592284600109,4
饿,58,4,3.051724137931034,35,3.057142857142857,2030,0.9109820177239951,4
降,61,2,3.442622950819672,33,3.242424242424242,2013,0.9111111581568061,4
梨,77,3,3.207792207792208,26,2.846153846153846,2002,0.9112741714900265,4
计,54,1,3.277777777777777,37,3.378378378378378,1998,0.9113884925289084,4
严,57,2,3.228070175438596,35,3.228571428571428,1995,0.911509164736617,4
坚,51,1,3.607843137254902,39,3.4871794871794872,1989,0.9116171346066722,4
叽,82,1,2.6707317073170733,24,2.833333333333333,1968,0.9117907332212705,4
诵,48,1,3.145833333333333,41,3.1219512195121952,1968,0.9118923519224988,4
泪,48,1,3.229166666666668,41,3.170731707317073,1968,0.9119939706237271,4
退,53,3,3.415094339622641,37,3.432432432432432,1961,0.9121061746063334,4
考,53,3,3.113207547169811,37,3.108108108108108,1961,0.9122183785889396,4
登,56,3,3.107142857142857,35,3.1428571428571432,1960,0.9123369337403727,4
牵,65,2,2.907692307692307,30,2.9666666666666672,1950,0.9124745423982861,4
翠,50,3,3.18,39,2.974358974358974,1950,0.9125803952120656,4
灿,59,3,3.322033898305084,33,3.181818181818181,1947,0.9127053015323253,4
晃,54,4,3.3703703703703702,36,3.361111111111111,1944,0.9128196225712072,4
默,57,2,3.31578947368421,34,3.38235294117647,1938,0.9129402947789158,4
筋,51,3,3.313725490196078,38,3.263157894736842,1938,0.9130482646489709,4
